"","BCR_1_Y","BCR_2_Y","BCR_3_Y","BCR_4_Y","BCR_5_Y","BCR_6_Y","BCR_7_Y","BCR_8_Y","BCR_9_Y","BCR_10_Y","BCR_11_Y","BCR_12_Y","BCR_13_Y","BCR_14_Y","BCR_15_Y","E2A_1_Y","E2A_2_Y","E2A_3_Y","E2A_4_Y","E2A_5_Y","E2A_6_Y","E2A_7_Y","E2A_8_Y","E2A_9_Y","E2A_10_Y","E2A_11_Y","E2A_12_Y","E2A_13_Y","E2A_14_Y","E2A_15_Y","E2A_16_Y","E2A_17_Y","E2A_18_Y","E2A_19_Y","E2A_20_Y","E2A_21_Y","E2A_22_Y","E2A_23_Y","E2A_24_Y","E2A_25_Y","E2A_26_Y","E2A_27_Y"
"ENSG00000073756",3643,2812.4,-257.8,22433.3,2879.5,7.1,4765.5,-73.5,2636.9,2622.4,-768.6,74126.4,1156.8,-195.3,1639.5,4851.5,1478.5,3165,-213.5,3475.3,-3202.2,2574.7,2424.8,689.3,1972.5,3084.9,5190.1,948.6,-910.1,34946.6,-103.6,2692.4,1167.5,141,-1233.3,2174.4,1213.1,695.7,1271.1,657.3,1884.2,529.2
"ENSG00000020633",1265.9,-205.2,-518.6,-1043,-282.9,-311.1,588.5,-546.6,-310.6,-353.2,655.4,-108.6,333.4,-79.6,-956.5,1790.5,-40,-251.9,353.5,965.8,930.3,-2468,-10.5,2470.7,192.4,-1112.6,-596.3,-349.8,-269.5,-61.8,-1151.1,-413.3,285.4,-95.6,-8.1,-133.9,684.2,-230.2,-781.3,900.6,-1043.9,-607.2
"ENSG00000137947",3505.9,4184.2,6370.6,3439.6,4564,4728.5,2324.7,7059.7,4296.1,2966,4103.4,6056.7,3555.1,7561.8,4511.6,8649.4,6633.6,5837.5,6664.2,4826.9,12794.6,3530.5,6763.5,5314.8,5892.4,6203.1,4815.3,6730.9,1160.1,2704.1,6510,6847.7,4790.7,5874.2,7482,4271.4,5859.8,3955.3,6111.9,3665.5,4407.9,7371.6
"ENSG00000179348",1422.7,19,754.6,3673.5,1010.4,-648.1,865.6,-220,1019.2,335.8,548.1,431,807.9,864.7,944.3,-471.5,-714.8,1750.7,113,-64.8,1168.3,576.6,1109.9,30.1,-364.6,-343.9,752.2,633.5,-459.4,-800.5,695.8,-785.2,1807.3,1344.9,88.9,1035.4,767.8,288.2,491.8,-221.7,630.9,143.1
"ENSG00000187735",-1672.3,-1187.7,459.2,-1806.9,-2001.1,-2155.4,-3343,-1353.4,-129.9,-995.6,-3798.6,-628.9,-1594,-3048.1,-367.8,-2724.1,46.8,-1961.8,-3215.1,-3687.1,2502.2,-302.5,-1312.6,2912.8,-1669.7,-3980,-1091.8,-4221.7,369.8,-2273.6,-1128.8,-2067.4,-404.8,-2206.2,-337.7,-215.6,-833.9,-94.7,-3849.2,-930.9,-5944.3,-1581.4
"ENSG00000138069",438.2,1663.1,574.95,857.45,1267.95,752.9,890.85,614.65,872.9,975.65,967.85,543,-75.35,1196.95,647.55,2498.6,604.2,1272.2,1374.15,-83.65,1087.1,1182.8,1790.95,1281.45,440.7,1691.3,818.2,592.3,546.1,1633.8,645.8,7.89999999999998,1234,1224.4,780.2,1622.45,611.45,737.5,143.5,1455.35,1312.8,619.8
"ENSG00000147885",1581.4,1202,-102.2,61.2,96.5,779.8,-515.3,33.7,-174.6,-211.2,729.3,-253.6,196.6,1261.2,377.1,267.5,461.4,1004.8,478.9,372.8,-23.6,-196.7,1047.5,-235.6,226.7,682.7,377.8,214.5,-692.2,303.1,816.3,1408.4,550.8,1057.8,546.2,-112.4,415.2,229.5,-338.6,984.8,-2350.8,200
"ENSG00000166349",1699.3,717.8,3.8,1197.4,915.6,677.8,1890.8,195.4,3361.3,2718.1,1877.1,3012,2251.5,2908.4,1514.4,2083.6,3135.1,1869.2,2309.2,4853,-1337.2,1390.5,573.6,2751,-309.2,1813.5,2722.5,2177.5,-489.1,1900.2,2224.8,3620.9,2560,1509.6,3335.4,4269,1932.1,463.2,1895.1,2964,7533.8,2446.4
"ENSG00000113494",-735.75,882.95,-1970.1,-299.45,17.7,-535.85,-77.7,-615.55,313.65,-435.75,-1062.65,-820.75,-1361.5,-1583.7,-761.7,-3035.75,-2122.1,-292.15,-2030.65,200.3,-39.2,-1216.65,-232.85,-1338.05,-775.3,-125.85,-209.8,-227.1,286.35,111.1,-349.25,-701.75,-262.15,1103.65,-891.25,-415.4,-522.55,-351.75,-1067.2,-2206.3,888.1,-933.45
"ENSG00000102128",600.7,1439.2,499.1,190.9,-159.9,1027.6,3578.4,-54.9,147,197.6,255.1,-315.1,660.8,-439.9,334.8,-1186.7,658.4,926,-136.8,-532,187.6,812.2,-148.9,1673.8,-90.5,-112.3,437.4,442.4,-359,668.5,79.5,167.4,-297.3,-230.2,830.2,1280.8,240,294.8,1426.8,2227.8,1351.2,804.9
"ENSG00000140505",-708.7,1823.7,154.3,402.5,997.5,-875.7,1276.5,-231.9,-1374.9,-1190.2,754.3,169.2,687,1942.1,1001.5,-1565.6,-61.8,1380.2,1945.9,-124.7,1426.6,848.4,-61.2,3618,111.4,1820.6,421.8,-1028.7,1452,-201.1,639.8,1229.2,1435.3,570.5,1297.6,-27.4,-309.2,614.6,414.7,2528.9,1924.8,-524.2
"ENSG00000115758",4498.9,5660.25,3630.95,4449.85,3123.1,3369.3,1817.85,3224.85,2657.15,3947.2,3580.9,2915.25,2757.05,3184.8,4535.1,659.5,1474.15,3394.6,3218.55,1379.85,1432.9,1455.5,3299.65,3458.6,2409.35,2636.35,1974.5,2172.8,2471.6,2944.25,2771.5,2212.85,2547.1,1128.65,1960.6,2533.55,1772.6,2335.95,1846.3,2497.6,3485.6,2151.1
"ENSG00000124181",111958.25,112688.4,140147.15,167415.75,97847.75,92196.55,137305.1,124452.45,107113.35,212718.95,131717.65,100581,117222.15,107260.95,104310.9,65677.55,64013.55,79054.6,79811.75,65318.15,98541.5,84427.9,93933.4,76926.7,94079,115823.1,78957.15,100812.95,89111.85,92166.4,91742.05,92578,70784.1,103977.95,79424.15,86985.9,90822.95,89500.45,53568.45,80074.35,41466.55,84486.45
"ENSG00000185499",2618.8,2127.9,1071,4435.4,1919.8,2897.5,1061.7,1322.9,2504.3,2754.7,3224.4,2491.9,2002.2,2144.9,759.4,4975.3,4059.9,2627.3,1597.5,5418.6,1013.8,3647.4,1509.9,3496.8,3676.2,2410.4,3355,1982.5,2543.7,2867.6,2305.3,2558.3,3286.3,2188.1,3810.4,2704.4,3520.2,2246,1807.6,1495.4,4967.4,2828.9
"ENSG00000143322",-568.1,-1013.9,366.8,-115.7,144.9,-124.4,-765.5,491.4,-266.4,274.3,1757.1,212.3,-600.6,737.7,-74.2,-78,205.4,332.1,-450.7,327.3,-214.5,600.2,-606.9,-1374.9,432,-2232.1,12.8,-760.5,699.7,-276.6,-1053.5,387.8,981.2,856.7,-683.1,115.9,-849.3,201.4,-902.4,2144.2,-1209.6,44
"ENSG00000197943",587.5,474.2,276.25,83.6,-1.34999999999997,-122.95,54.15,92.25,879.85,804.15,-3.95,1386.55,616.45,84.45,-525.55,557.2,408.85,-289.15,-1055.15,1280.15,376.8,-392.3,18.7,-795.55,30.65,1502.45,604.8,427.55,271.95,59.5,507.5,1019.55,420.25,177.15,-258.65,673.95,-147,555.25,-54,2234.75,374.7,-13.6
"ENSG00000100368",-618.2,-1025.2,59.4,-911.1,-268.1,162.3,847.1,-241,-818.9,-1095.2,-478,69.3,-426.6,-86.2,-585.2,-1351.6,-932.4,-943.5,-0.8,-1153.5,-1710.7,-765.4,434.4,-2322.4,-761.2,738.3,74.6,199.3,-101.5,739.3,458,-736.5,52.3,-238.9,506.6,-640,-863.7,-414.3,211.2,-893.3,-996.4,-2.7
"ENSG00000187266",890.15,2463.1,599.85,1510.2,1395.8,2033.15,2010.6,1874.1,2702,1560.9,2098.95,1414.3,1556.6,2478.25,3073.6,2148.4,1724.15,2497.55,2588.4,3590.5,1805.05,2231.15,2594.65,1228.6,1865.35,2883.55,2458.3,4668.6,1702.55,2112.4,3231.75,2827.6,3501.6,3389.75,6373,2964.55,2159.9,2266.6,2619.4,2355.25,3456.95,2236
"ENSG00000176697",4658.15,4528.25,4129.95,5059.65,5263.45,7014.8,5251.1,5243.7,5190.5,5313.55,5293.55,9143.85,5523.85,2733.75,8385.6,4931.5,3049.65,1597.75,5226.2,7805.8,5857.95,6732.45,5718.45,5666.95,5795.5,8740.35,7808,4428.75,4928.35,6255.65,7388.6,3193.2,3335.45,4334.45,1131.6,7491.85,7527.55,6851.2,4299.35,6914.6,4590.5,3239.7
"ENSG00000005187",512,818.45,482.9,327.1,287.3,-301.1,-355.15,718.7,167.4,224.5,1062.8,366.95,487.6,647.45,652.25,216.85,333.95,287,-6.65000000000001,922.85,1.45,1169,-152.8,-261.55,320.45,-49.1,497.25,193.7,195.5,-414.05,-53.9,555.6,452.2,312.35,1055.95,1171.9,164.25,-401.1,598.05,-338.85,389.35,-142.25
"ENSG00000188191",-988.6,175,272.8,-324.9,95.8,320.5,-152.3,-304.7,258.7,177.7,250.8,-1303.9,571.5,-72,33.7,952.1,84.6,90.1,345.8,1787,-1270.3,677.6,-156,-277.9,589.9,-1647.2,609.2,-501.4,-2130.3,-728.1,470.6,130.6,-869.9,277,-1860.7,-685.5,-1042.4,12,-664.6,-202.1,-494.2,-146.9
"ENSG00000127129",-2413.7,43.5,-2571.2,-1663.1,-1137,-1002.1,-1989.9,-1958.3,-1322.9,-2395.2,-4175.8,-2245,-4172.7,-3429.3,-2219.9,-4844.1,-2738.5,-2542.6,-1961.9,-9539.8,-10529.2,298.3,-2270.1,-4637.3,-4187.9,-6796.9,-1800.6,-2423.6,-583.4,-2562.5,-3326.5,-3372.5,-1352.7,107.7,-1573.9,-1100.1,-3812.3,-3149.8,-3540.1,-1887.9,-3735.4,-340.6
"ENSG00000137713",1002.2,957,837.8,1966,1543.7,1348.5,2563.4,1464.2,1335.8,1738,525.8,1518.7,2200.7,3630.2,1107.6,1631.5,2471,1872.3,1176.2,884.9,2360.7,3049.1,1117,1723.8,936.8,1248.1,2132.6,1059.1,2292.3,2806.2,409,1781.6,2283.6,5353.8,2908.7,3425.2,3090.1,3117.7,3987.2,690.6,1133.6,992.5
"ENSG00000019991",2168.8,883.2,1087.95,802.75,407.8,-449.8,388.75,-288.6,1060.55,802.45,-178.65,-1653.35,36.85,249.05,98.4,283.3,181,1534.55,1363.95,1020.9,1309.05,672.65,1258,672.05,446.1,2904.2,1346.95,-911.65,882.55,-198.95,-200.35,-16,736.25,180,-432,19.6500000000001,-442.15,954.9,-1492.6,1390.4,748.15,-81.5
"ENSG00000177455",810.8,1060.1,943.8,522.1,318.3,-624.5,1456.4,1135.8,168.3,639,521.1,1950.2,1075.2,929.3,-812.4,-607.8,491.2,871.8,1583.4,1890.8,163.8,760.6,371.7,-241.5,38.9,-1298.1,-136.9,287.7,-1040.5,546.3,1008.6,934.7,1532.5,-690.3,1139.8,131.7,-603.5,-208.1,242.3,843,1935.7,573.1
"ENSG00000126353",-455.8,-1032.8,-907.6,3426.6,1316.9,3475.3,-1678.7,-2008.6,-1836.4,-2673,1635,-2144.2,-769.1,-2465.7,-1188.2,1704,-1849.3,-87.3,1845.8,-2420.2,1520.5,818.7,-707.5,2998.6,-2256.4,2367.8,1012.8,1823.2,2943.4,-2002.2,-1103.1,-2124.4,-1414.3,1140.8,547.5,1154.4,-1953.3,-1715.1,-184.5,523.8,2040,-724.4
"ENSG00000090534",1617.5,633.2,-800.45,-506.4,-431.2,264.85,-928.1,-477.75,-51.5999999999999,-1415.55,-198.65,-937.55,-153.65,-1267.9,394.8,-2123.55,-1576.2,835.7,-465.35,-800.15,-2180.35,-1386.95,-880.15,5502.9,-936.35,-710.8,6,-1116.95,1256.15,-1029.4,-8.84999999999991,1444.85,-37.1500000000001,-303.55,905,-510.55,-765.9,-1734.95,-1537.05,-314.3,-904.85,118.1
"ENSG00000099984",-540.3,-642,-1495.9,-493.3,-934.6,270.5,2259.5,-464.8,359.1,-505.8,-1418.9,-718,-258.7,-812,508.4,-442.9,642.1,-327.2,-2231.8,-1708.3,-2573.4,-726.7,-569,-2219.2,-38.7,-1087.3,-654.1,-23.8,-731.7,681.9,-880.6,-1527.5,-498.9,-339.1,-1038.5,-513.2,-1203.5,-540.6,-237,-119.8,-593.2,105.3
"ENSG00000136933",-523,-759.6,-1094.3,1006.9,-559.2,-270.6,176.8,33.5,-1194.1,-1647.2,202.1,-52.1,-1312.7,-1014.7,-593.2,-1286.5,-729.9,143,-987.6,-1497.6,-946.3,-1226.1,-1532.1,-2538.1,-630.3,-2101.3,-398.4,-896.2,308,-333.5,-1497.3,-0.8,-755.6,-837.4,-216.9,-435.5,-156,-577.3,-1667,-2217.8,-1441.8,-1482.5
"ENSG00000184216",-1401.6,802.2,460.6,1103.4,-294.9,-379,-20.3,298.2,-563.4,505.4,-606.8,-229.4,1124.3,1321,-585,-8.3,-662.5,699.4,2002,2172.4,47.7,99.7,-1567.2,3286.3,106.7,4714,283,1213.2,-60.5,-580.6,1741.9,2405.4,2904.3,349.8,2187.8,2873.4,-896.2,619.3,-3106.7,499.9,3254.5,-702.7
"ENSG00000166313",-1091.4,-708.5,-2615.6,-818.2,-837,-1842.7,-2494.3,-258,-2070.6,-43.6,-2857.5,-1612.5,-556.8,170.3,-946.7,-2950.3,-123.2,-1337.3,-1961.1,-2143.6,-2855.4,-1938,-363.6,-755.6,-1146.6,-2207,-1963.6,-885.7,-514.2,-297.2,-959.9,-622.2,-2473.4,-785,-2627.9,-713.5,-843.3,-223.4,-483.4,-953.6,-731.1,-2443.6
"ENSG00000113580",233.6,-13.7,1246.9,673.6,214.1,-156.2,733.7,254.4,796.4,307.1,1010.6,570.4,210.4,1406.2,498,331.9,271.1,887.6,1310,643.4,1826.8,285,332.7,569.1,748.7,-1293.1,894.3,366.8,-105,298.3,-162.3,1417.4,691.2,1064.7,-391.9,413.5,166.7,490.3,-449,101.2,-436.3,-211.2
"ENSG00000214274",2464.7,3700.8,2671.9,3011.2,1402.3,2506.3,1098.6,1399.2,1564.5,-313,597.9,2632.4,1907.2,3309.1,984.3,2544.1,2324.8,3086.5,3032,4191.6,1806.5,1306,-62,2535.1,2241,2389.5,3880.9,2941.4,-1090.3,112.7,1750.7,3507.7,2612.8,2032.4,1829,2695,2707.6,3156.7,1038,2246.6,4359,1954.2
"ENSG00000204388",-968,-347.85,-505.1,-544.75,-831.4,-951.6,-989.95,81.9,-1402.1,-139.65,111.2,-612.75,-1077.95,-1014.85,-691.9,-140.3,-2022.85,-1644.7,125.5,-547.65,-1321.8,-795.75,-85.5,-1670.15,-348.4,-112.85,-518.95,-672.9,-37.1,90.4,-872.6,-1485.75,-1431,-873.85,-1280,-1646.8,-1414.2,-905.35,-881.9,-224.5,-1261.65,-573.85
"ENSG00000211772",2213.7,1256.9,-620.1,-291,236.7,-1809,-1874,-437.2,-162.7,115.8,-519.6,-1368.7,-162.5,294.1,218.9,-100.2,-443.4,460.5,924.4,837.6,-371.7,-579.9,-997.5,-1117,665.1,-396.5,263.2,-777.4,-1494.6,977,-302.6,-221,-1799.1,-385.6,685.4,1106,-1085.2,-856.8,-645.7,-1202.8,-1797.3,-336.8
"ENSG00000277734",-77.2,242.6,528.4,368.2,1035.5,-743,1322.8,219.9,1328.3,1352.3,1724.7,1075.3,1035.3,1995.8,624.4,2618,897.5,1575.5,1476.2,1485.5,263.8,767.3,418.2,1144.1,159.2,278.1,1007.2,513.9,913.7,1240.9,989,1804.9,2187.6,637.9,1030.1,648.4,1140.6,996.5,806.9,3018.9,3438,1226.4
"ENSG00000187608",3261.95,5363.75,11926.55,8229.55,7072.35,15511,6020.05,6501.15,9434.6,13585.2,8132.75,6931.1,5969.85,6623.55,9150.35,4733.65,7374.5,6079.95,5509.15,6033.3,6013,5694.8,7329.8,5663.35,7489.6,5106.85,6777.55,7091.75,10060.1,5212,4123.7,4374.15,4958.7,4470,5641.2,4000.6,7026.45,5469.65,6796.3,6322.5,4528.6,6963.25
"ENSG00000146904",2962.6,544.3,-1033.7,771.8,83.4,-254.4,-969,-453.2,35.6,1031.5,238.7,-543.6,-160.7,732.7,82.4,1315.1,186.8,1541.7,427.4,-659.5,927.1,-277.6,186.3,-85.6,-256.1,-708.7,978.3,-861,-998.3,72.4,159.6,-1463,-456.9,137.1,-5.7,1721.4,1348.5,-125.3,286,1296.7,2005.8,61
"ENSG00000197461",1151.8,2833.65,1449.4,3003.4,2453.15,2491.25,1717.35,2752.4,2183.15,2499.3,1574.5,2198.05,2246.5,2442.8,2744.95,2023.8,2088.15,2661.05,805.8,2146.35,4290.2,2212.5,3608.3,2871.25,3428.7,3960.75,2359.45,2570.95,3245.95,2923.15,2386,2554.8,2549.45,2189.5,2522.8,2358.8,1481.3,3009.65,1990.4,2072.9,1646.15,2696.65
"ENSG00000173546",616.85,1064.7,1069.15,203.4,1086.05,1754.5,34.8,-80.5,1068.05,1198,1359.65,23.35,901.15,1234.6,298.55,2197.45,1336.8,1393.9,1800.05,-207.8,1748.5,1565,1710.8,830.15,1670.2,804.6,1841.6,1561.45,1578.55,2410.5,1135.05,1582.15,695,739.55,527.3,1784.2,359,1518.6,2097.05,1427.65,859.05,1256.1
"ENSG00000211829",-610.4,-1425.8,250.1,546.7,-650.7,-954,-2189.8,-897.9,-377.4,-985.4,-1930.6,308.1,-550.3,-784.9,-527.3,-3008.7,-16.8,-1368.9,-795.8,773.4,-799.5,-748,-38.2,-102.9,-89.9,-2091.7,-23.2,-713,-2223.2,-616.4,-1694,184.8,-1278.7,194.5,-394.2,-281.2,-870.4,-223.8,-1019.6,94.9,-1813.4,-711.9
"ENSG00000149294",1838.9,956,1212.3,557.6,222.3,1169.2,1464.7,-14.1,593.9,-44.5,357.8,1027.6,458.2,-659.7,125.9,447.6,1385.9,1259.8,1076.5,-434.7,149.7,1347.5,344,1065.6,412.3,1294.3,-481.1,662.6,215.2,599.2,655.7,1310.4,1374.4,717.1,90.4,1684.1,277.8,576.6,581.1,5614,1964,3.3
"ENSG00000125845",4858.6,2876.25,3640.5,3214.5,4600.8,4201.4,4023.45,4183.9,4834.85,3239.6,4072.65,4111.35,4529.85,4012.35,4123.25,2060.95,2314.25,2623.9,3013.4,1762.45,2053.4,2654,3490.75,2178.75,4450.95,2507.05,4254.1,4448.95,3498.8,3812.3,3451.3,3094.8,4114.1,4817.25,3385.2,5066.95,3203.9,3931.35,3384.3,4995.5,2705.05,3583
"ENSG00000125378",1045.25,53.9,497.1,401.8,-503.9,-692.65,-829.25,216.7,-24.8,156.8,212.9,373,-200,671.75,229.3,1002.85,665.25,-774.4,-294.8,818.7,675.45,598.5,13.75,223.75,167.8,-312.5,-517.75,-645.75,-276.4,543.25,332.15,-248.75,140.95,529.8,657.05,1265.2,-71.3,223.75,-842.7,1227.9,14.05,-134.65
"ENSG00000163737",-2122.8,-2260.6,-471.4,-2494,-249.4,-702.3,-257.3,-1017.9,-1382.9,-1963.3,-1168.7,-1926.2,-882.3,-2310.1,-1020.4,-3157.1,-886.1,-1564.8,-1564.5,79.7,-2314.1,-2552.9,-1633.5,268.7,-1900.2,-813.2,-1639.4,-458,-1201.7,-1835.4,-1564.3,-2071.5,-1939.3,-1751.2,-1957.9,-2508.3,-911.9,-102.9,-2083.7,-2615.4,-1113.8,-1147.3
"ENSG00000158825",-2249.9,197.4,1.5,-562,-1090.5,576.8,-1206.3,-168.9,204.2,72.9,943.3,425.1,-72.3,50.8,-505.6,-1136.6,212.1,-416.3,697.6,3255.5,928.2,-115.2,-1190.1,1185.1,-8.3,-698.9,463,106.2,1036.9,1529.6,-449.8,-3.6,-30.7,-193.7,-87.5,-733.9,-2550.8,37.2,-2173.2,109.5,352.2,-576.1
"ENSG00000171522",-778.35,156.95,-1133.8,-427.3,-891.45,-1050.25,-304.55,-1089.3,-146.4,-325.4,-18.8,-836.25,-292.95,-952.9,-373.55,155.05,-302.15,399.45,-1441.5,-928.4,-2202.8,-5.94999999999999,-360.3,-148.6,-439.05,-1032.35,-542.4,-595.15,-1989.7,-887.1,-953.75,-539.65,-1781.2,-649.3,12.85,-124.8,57.3,-296.05,-712.35,-563.1,-1484.95,-631.5
"ENSG00000117748",789.1,-219,-287.5,447,-256.7,233.2,-2124,-372.2,126,224.2,248,-448.5,219.1,-523.9,-313.2,-49.6,-1005.1,-380.9,-711.9,76,409.3,-641,126.4,-1399.2,-637.8,1772,-524.2,-549.2,-729,-137.6,-47.3,1214.8,698.5,-203.1,153.4,-251.6,-1420.3,442.8,1262.1,2661.9,495.8,801.6
"ENSG00000134202",-1554.2,-554.1,93,71.7,-365.2,-318.6,-418.8,29.4,-365.2,567,-507.6,-603.9,679.1,23.3,311.2,-207.4,1169.2,474.7,101.1,-481,544.9,59.6,-249.3,740.3,302.3,-2188.7,-63.8,-722.9,352,-394,-153.2,-771.6,33.7,-452.2,-397.2,1334.5,-272.8,-107.6,1037.4,-1498.2,-13.8,63.6
"ENSG00000104818",-543.1,-1380.65,334.25,1118.45,10.3,829.9,1082.95,-13.55,748.4,234.7,-497.6,-841.45,235.45,734.85,399.4,931.95,582.8,733.05,-174.9,1142,1719.65,-23.45,181.55,-546.8,-747.8,1136.75,643.65,679.45,-211.85,-1057,-363,913.65,94.25,-94.0000000000001,992.15,2538.65,333.2,43.8,499.05,923.7,-113.45,-126.65
"ENSG00000106128",2315.8,2197,1596.4,1189.8,193,902.5,1884.3,1076.8,847,2702.6,894.5,4366.1,841.2,2482.6,1767.2,2901.1,1302.4,840.2,1920.1,4614,1900.2,1000.6,1676.3,3290.2,1514,2133.1,95.4,640,995.5,2487,3308.4,647.3,2572.5,2462.8,1118.6,1676.4,3190.8,1709.3,2869.4,2010.2,4509.5,1770.9
"ENSG00000118058",1139.5,-135.8,-48.9,-387.3,-499.7,497.4,46.8,-438.1,32.1,135.1,240.9,-969.6,-615.5,-9.9,121.5,-21.3,321,913.9,-1653.2,-614.4,1443.1,-380.5,109.6,1334.8,62.3,-1667,-611.2,-1891.5,-240.6,1119.4,-301.6,538.8,-558.3,-158.4,767.5,861.5,617.3,-68,-83.3,397.3,-1635.4,145.6
"ENSG00000026508",992.2,1204.5,1316.6,723.2,316.6,299.3,481.4,151.5,801.3,649.2,535,-27.4,698.6,869.3,334.7,648.5,102.8,1003,641.4,759.5,662.2,-900.9,199.8,665,-133.2,666.5,119.8,107.2,595.7,-425.9,290.4,107.1,616.5,493.3,1861.7,522.5,470.5,-121.5,1052,-81.9,1034.8,326.9
"ENSG00000117676",-1604.2,-3.6,1428.6,182.2,246.7,1563.4,252.4,661.4,1030,1195.3,237.1,210.2,1964.4,901.6,764.1,2644.8,844.5,-105.1,1017.9,4183.4,1483.8,890.9,-424.8,3190.6,726.7,152.7,1208.8,670.4,-301.7,967.6,987.2,2082.7,673.7,1067,1905,2239.5,2614.8,1105,1728.3,599,1638.2,1179.9
"ENSG00000163823",5962.4,4175.9,4252.85,3500.5,6788.15,3988.95,6081.6,7783.25,4773.8,1730.25,3376.25,1703.95,3146.1,2994.95,8606.55,7068.65,3459.25,3301.45,4279.75,3417.25,4065.1,3665.3,4336.1,4382.1,4619.35,3389.85,3421.15,2597.55,2979.75,3194.5,4912.25,3449.4,5271.9,3784.9,3989.6,3504.35,3324.8,4231.25,3398.2,4334.9,1932.35,3344.45
"ENSG00000164900",-1668.3,881.2,-2575,820.7,770.2,440.3,-287.3,302.3,-469.9,-2043.3,897.6,445.3,-1225.1,880.2,-1237.3,-1163,42.3,1444.1,1250.8,3571.9,1463.3,435.3,-540.2,461.8,-314,-519.9,873.8,1415.4,-782.3,-393.4,-79.4,-164.7,-526.7,617.3,-290.6,-245.7,-551.6,-29.5,560,-1380.2,828.5,-102
"ENSG00000122728",-2301.3,166,-487.8,635,-328.2,-316.7,1253,-332.9,-171.3,-564.1,-710.4,761.8,-279.6,-248.6,-100.6,475.5,-785.5,-262.8,-440.6,-1520.2,-641.4,-101.5,-161.1,3,-423.4,-1093.4,-261.8,-122.6,588.6,-142.4,-440,382.5,-936.9,345.4,-296.1,-977.9,-620.7,-819.8,-359.4,437,-383.3,-612.5
"ENSG00000169032",1277.8,977.2,-49.5,1344.15,-368.3,61.2,851.4,-401.8,-121,-633.35,-479.4,1013.35,652.85,1385.75,-489.65,74.3,-154.35,371.75,-495.6,-52.5,799,436.9,-710.05,1013.4,145.9,-432.45,-672.95,951.65,-1206.15,-1276.4,-758,988.1,-161,670,499.65,382.55,-178.1,298.65,25.85,1137.95,740.5,-223
"ENSG00000126934",-2097,-2514.1,-1919.4,-1381.1,-885.7,-2643.2,-4173.2,-817.5,-1133,-2390.9,-2631.5,-2439.8,-733.5,-3570.2,-1746.8,-4065.2,-642.6,-3770.7,-3562.1,-5140.1,-2085,-1675.4,-792.1,-3047.5,-1490.4,-2403.7,-1551.9,-2043.4,-1305.5,-1596.8,109.8,-2543.8,-2824.3,-581.5,-1549.2,-3073.4,-2797,-1513.9,-2648.3,-3486.2,-2300.3,-1904
"ENSG00000172819",4135.3,884.4,4830.9,2239.2,1958.1,2002.6,2378,2532.5,3263.8,4697.3,2727.7,2717.2,4752.2,3950.1,1899.7,2891.4,2445.7,2942.3,3514,2257.6,3440.4,2110.9,2370.9,2518.9,1424.6,1954.1,2499.5,3740.3,3040.1,2092.8,1767.7,4582,3433.8,2783.4,2501.4,2770.9,2440,2251.7,1938.4,1778.3,5238.3,2012.2
"ENSG00000164778",1162.3,2192.2,149.4,1311.9,516.7,1286.25,2247.65,343.3,1390.55,1725.05,487,41.1999999999999,1757.25,696.85,980.9,-65.4,2601.85,781.85,1073.7,2290.75,4576.1,1410.15,-329.55,1903.7,589.95,1066.3,654.4,160.15,1068.8,907.95,721.3,2005.55,1949.05,947.55,1764.75,-349.05,555,720.5,2034.85,1832.65,2407.65,295.4
"ENSG00000061938",2512.95,284.8,-751.9,391.7,-1105.2,-2904.9,-2017.3,-653.05,-911.25,-1639.6,-938.2,-1503.65,-922.5,-988.3,-411.25,497.55,-1167.4,-1683.45,-974.6,-1610.75,-205.75,-775.3,-315.45,-1099.85,-334,-1375.55,-1021.3,-1532.25,-183.75,-1151.6,-307.3,-831.9,-1405.05,-627.1,-1244.75,-1680.35,-1921.6,-828.15,-1932.05,-818.45,-439.9,-806.65
"ENSG00000198873",-1312.45,-1211.3,189,-21.25,-152.45,672.3,-256.2,-344.3,8.55,-6.55,424.8,-353.55,-133.6,-150.8,-81.55,1938.1,-758.1,-660.7,-371.1,-1345.7,-903.85,-852.8,-42.85,-710.95,60.6,194.2,867.05,-349.7,575.95,-1134.45,-523.25,180.05,-31.7500000000001,-160.9,-720.15,-1978.2,185.55,177.45,545.1,372.95,499.4,-195.5
"ENSG00000168393",3302.4,1688.5,2222.5,2208.9,1493.7,613.1,2469.8,2061,-4.5,3641.3,2540.6,2213.1,1578.9,2208.6,842.5,4226,2774.9,1458.9,1772.3,4187.3,1088.6,1843.6,716.3,392.5,1391.8,3165.8,636.5,1206.4,-614.4,834.2,1461.8,1114.7,-166.7,2728,2071.7,1419.5,664.4,1096.8,5473.4,937,4691.1,2554.9
"ENSG00000168575",4747.15,3653.5,7352.15,6812.8,3959.2,5046.7,10875.45,7665.7,4611.3,2581.05,4821.35,5699.8,4321.55,7393.55,3557.45,6717.55,5491.25,3272.25,7902.1,4728.35,3425.85,5077.25,4209.65,3747.2,5194.4,9445.5,5225.3,3858.6,3381.65,4775.2,2846.45,3844.1,4296.55,3016.1,5317.4,3286.35,2796,3706.4,6820.15,5597.15,3772.35,5309.75
